retailer_id,transaction_id,sku_id,sku_name,sku_qty,sku_price,transaction_date
RTL_00001,POS_4e10158f702e,SY_SCO_250EC,Score 250 EC,3,1566.7,2026-03-13
RTL_00001,POS_8b87be973dbf,SY_TILT_250EC,Tilt 250 EC,8,1840.19,2026-03-19
RTL_00001,POS_f368bd3bdf59,SY_AXI_50EC,Axial 50 EC,2,1852.47,2026-03-20
RTL_00001,POS_b5e71f40f090,SY_AXI_50EC,Axial 50 EC,1,2038.66,2026-03-16
RTL_00001,POS_62df0919db14,SY_TILT_250EC,Tilt 250 EC,16,1465.7,2026-03-28
RTL_00001,POS_519947748fb8,SY_SCO_250EC,Score 250 EC,4,2051.11,2026-03-23
RTL_00001,POS_53ccaa479df2,SY_AXI_50EC,Axial 50 EC,8,2157.32,2026-03-24
RTL_00002,POS_dc95678f235a,SY_SCO_250EC,Score 250 EC,3,836.38,2025-10-18
RTL_00002,POS_be84476557da,SY_SCO_250EC,Score 250 EC,1,1875.79,2025-10-18
RTL_00002,POS_198064ff0fff,SY_SCO_250EC,Score 250 EC,3,1020.19,2025-10-17
RTL_00002,POS_e6ce165f8255,SY_VIB_INT,Vibrance Integral,5,381.54,2025-10-19
RTL_00002,POS_b4cf8da8b74b,SY_TOP_15WP,Topik 15 WP,17,907.44,2025-10-14
RTL_00002,POS_a8aa6e72037d,SY_AXI_50EC,Axial 50 EC,4,572.15,2025-10-15
RTL_00002,POS_64e051578d2c,SY_AXI_50EC,Axial 50 EC,3,1995.74,2025-10-13
RTL_00002,POS_f2fa3abcb7ab,SY_SCO_250EC,Score 250 EC,99,423.79,2025-10-20
RTL_00002,POS_5435abce3224,SY_VIB_INT,Vibrance Integral,5,1134.52,2025-10-25
RTL_00002,POS_98140fe4ab8b,SY_TOP_15WP,Topik 15 WP,150,1352.8,2025-10-21
RTL_00002,POS_abe98d4561eb,SY_VIB_INT,Vibrance Integral,96,1239.14,2025-11-06
RTL_00002,POS_be3394a55254,SY_AXI_50EC,Axial 50 EC,1,807.65,2025-11-06
RTL_00002,POS_dbecf923af10,SY_AXI_50EC,Axial 50 EC,1,725.03,2025-11-08
RTL_00002,POS_1b2d8c3bfcc9,SY_SCO_250EC,Score 250 EC,1,925.29,2025-11-16
RTL_00002,POS_b83b5d0a2b6f,SY_SCO_250EC,Score 250 EC,1,1330.75,2025-11-12
RTL_00002,POS_d9bd676d7e70,SY_VIB_INT,Vibrance Integral,3,2128.05,2025-11-11
RTL_00002,POS_465d972fe5a9,SY_VIB_INT,Vibrance Integral,2,1727.49,2025-11-14
RTL_00002,POS_7fc044cc9adf,SY_VIB_INT,Vibrance Integral,1,1427.78,2025-11-12
RTL_00002,POS_b1a2b1f0fdb1,SY_TOP_15WP,Topik 15 WP,11,1892.93,2025-11-15
RTL_00002,POS_968e3de81cfc,SY_AXI_50EC,Axial 50 EC,9,1793.78,2025-11-14
RTL_00002,POS_df9b99edf6da,SY_SCO_250EC,Score 250 EC,8,1083.46,2025-11-22
RTL_00002,POS_31f14a1ed19d,SY_TOP_15WP,Topik 15 WP,2,1141.94,2025-11-20
RTL_00002,POS_10682be2c943,SY_VIB_INT,Vibrance Integral,6,1030.21,2025-11-29
RTL_00002,POS_aefca9aa7e41,SY_SCO_250EC,Score 250 EC,4,411.68,2025-12-04
RTL_00002,POS_31f57b5bc9ee,SY_SCO_250EC,Score 250 EC,2,1223.81,2025-12-05
RTL_00002,POS_e057d3951b20,SY_SCO_250EC,Score 250 EC,12,2010.53,2025-12-11
RTL_00002,POS_b880ab148c85,SY_VIB_INT,Vibrance Integral,1,1256.23,2025-12-12
RTL_00002,POS_078891f41e4c,SY_VIB_INT,Vibrance Integral,4,468.76,2025-12-14
RTL_00002,POS_f4e8580b1554,SY_TOP_15WP,Topik 15 WP,1,1298.4,2025-12-10
RTL_00002,POS_b7ca38fd8baf,SY_TOP_15WP,Topik 15 WP,3,2116.46,2025-12-08
RTL_00002,POS_f7bebdea033b,SY_AXI_50EC,Axial 50 EC,1,1447.13,2025-12-10
RTL_00002,POS_9a860ba4b8ed,SY_AXI_50EC,Axial 50 EC,1,459.92,2025-12-12
RTL_00002,POS_2d1336f4adec,SY_AXI_50EC,Axial 50 EC,2,941.02,2025-12-13
RTL_00002,POS_2e0e65600783,SY_AXI_50EC,Axial 50 EC,1,1774.03,2025-12-11
RTL_00002,POS_0e322b140cec,SY_SCO_250EC,Score 250 EC,5,1277.35,2025-12-16
RTL_00002,POS_e5454f954953,SY_VIB_INT,Vibrance Integral,4,1301.74,2025-12-18
RTL_00002,POS_14edd7c9b764,SY_VIB_INT,Vibrance Integral,3,883.21,2025-12-17
RTL_00002,POS_9c42357e0a54,SY_SCO_250EC,Score 250 EC,19,418.22,2025-12-22
RTL_00002,POS_690faa79629c,SY_SCO_250EC,Score 250 EC,23,984.43,2025-12-22
RTL_00002,POS_078222016ff7,SY_SCO_250EC,Score 250 EC,14,836.1,2025-12-22
RTL_00002,POS_02ce48454edd,SY_VIB_INT,Vibrance Integral,6,721.55,2025-12-25
RTL_00002,POS_4be65ff49414,SY_TOP_15WP,Topik 15 WP,2,845.29,2025-12-26
RTL_00002,POS_0a5b3fefcc39,SY_TOP_15WP,Topik 15 WP,2,717.91,2025-12-28
RTL_00002,POS_21d77eb8584a,SY_AXI_50EC,Axial 50 EC,5,437.53,2025-12-27
RTL_00002,POS_2fb592274b8a,SY_TOP_15WP,Topik 15 WP,4,2005.76,2026-01-02
RTL_00002,POS_13c1f576b171,SY_AXI_50EC,Axial 50 EC,1,1876.19,2026-01-03
RTL_00002,POS_a0fd8ff5c96b,SY_SCO_250EC,Score 250 EC,2,1880.19,2026-01-11
RTL_00002,POS_584a4ce437f5,SY_SCO_250EC,Score 250 EC,1,1845.41,2026-01-08
RTL_00002,POS_f191cac18096,SY_SCO_250EC,Score 250 EC,4,1005.22,2026-01-10
RTL_00002,POS_37528f5881fe,SY_TOP_15WP,Topik 15 WP,8,773.28,2026-01-11
RTL_00002,POS_de29e07b4cac,SY_AXI_50EC,Axial 50 EC,7,1856.14,2026-01-07
RTL_00002,POS_1c67e991f8de,SY_SCO_250EC,Score 250 EC,5,1073.19,2026-01-15
RTL_00002,POS_a35cf795aaf5,SY_VIB_INT,Vibrance Integral,4,954.97,2026-01-13
RTL_00002,POS_dff3339af265,SY_TOP_15WP,Topik 15 WP,1,1606.89,2026-01-15
RTL_00002,POS_5182c28ad5ce,SY_TOP_15WP,Topik 15 WP,1,2140.01,2026-01-13
RTL_00002,POS_594d588032ca,SY_AXI_50EC,Axial 50 EC,1,530.83,2026-01-15
RTL_00002,POS_4f7e273598a0,SY_VIB_INT,Vibrance Integral,1,977.03,2026-01-22
RTL_00002,POS_b7ed23b9077d,SY_TOP_15WP,Topik 15 WP,7,2121.9,2026-01-24
RTL_00002,POS_d36cb54c426c,SY_AXI_50EC,Axial 50 EC,1,1172.21,2026-01-20
RTL_00002,POS_6c40ada5f546,SY_AXI_50EC,Axial 50 EC,1,1483.27,2026-01-19
RTL_00002,POS_3dd7be9fb409,SY_AXI_50EC,Axial 50 EC,1,1347.44,2026-01-21
RTL_00002,POS_79525f575776,SY_SCO_250EC,Score 250 EC,7,1384.87,2026-01-29
RTL_00002,POS_53ca20308ea3,SY_VIB_INT,Vibrance Integral,1,1204.06,2026-01-26
RTL_00002,POS_e3666c2c0dd3,SY_VIB_INT,Vibrance Integral,1,939.81,2026-02-01
RTL_00002,POS_d184a9061b6c,SY_VIB_INT,Vibrance Integral,1,1957.04,2026-01-29
RTL_00002,POS_45704dac249a,SY_VIB_INT,Vibrance Integral,1,738.57,2026-01-29
RTL_00002,POS_139ee1e53be2,SY_SCO_250EC,Score 250 EC,6,1668.25,2026-02-04
RTL_00002,POS_f6b6f5f8081f,SY_VIB_INT,Vibrance Integral,8,1846.34,2026-02-04
RTL_00002,POS_fac9615a3078,SY_TOP_15WP,Topik 15 WP,2,1223.51,2026-02-08
RTL_00002,POS_58d7c42a0921,SY_SCO_250EC,Score 250 EC,8,1304.41,2026-02-14
RTL_00002,POS_5aa2db85b6d6,SY_SCO_250EC,Score 250 EC,10,869.25,2026-02-09
RTL_00002,POS_fb055b6ea82e,SY_AXI_50EC,Axial 50 EC,116,755.1,2026-02-12
RTL_00002,POS_74566822b704,SY_VIB_INT,Vibrance Integral,13,888.0,2026-02-18
RTL_00002,POS_95aae8b3e841,SY_TOP_15WP,Topik 15 WP,18,1423.23,2026-02-19
RTL_00002,POS_a7ef25bc88d2,SY_TOP_15WP,Topik 15 WP,12,454.37,2026-02-17
RTL_00002,POS_1f45422a47b0,SY_TOP_15WP,Topik 15 WP,9,1450.67,2026-02-16
RTL_00002,POS_203858123ac7,SY_SCO_250EC,Score 250 EC,12,1121.16,2026-02-28
RTL_00002,POS_7c8b9531933e,SY_AXI_50EC,Axial 50 EC,1,599.61,2026-02-23
RTL_00002,POS_357cac75a9dd,SY_AXI_50EC,Axial 50 EC,1,465.38,2026-02-28
RTL_00002,POS_97d109c89f1d,SY_VIB_INT,Vibrance Integral,1,1251.76,2026-03-05
RTL_00002,POS_157bf0eb7686,SY_AXI_50EC,Axial 50 EC,19,1039.65,2026-03-02
RTL_00002,POS_709c6c4f4445,SY_SCO_250EC,Score 250 EC,1,1174.13,2026-03-10
RTL_00002,POS_cbe8d6ffb952,SY_SCO_250EC,Score 250 EC,1,582.91,2026-03-09
RTL_00002,POS_97b2e8f46315,SY_AXI_50EC,Axial 50 EC,1,868.2,2026-03-12
RTL_00002,POS_73af6ae81dd0,SY_AXI_50EC,Axial 50 EC,1,398.49,2026-03-09
RTL_00002,POS_96231c4bc71b,SY_AXI_50EC,Axial 50 EC,3,1082.33,2026-03-15
RTL_00002,POS_98015e52cfd6,SY_SCO_250EC,Score 250 EC,9,1279.22,2026-03-19
RTL_00002,POS_56553e947cce,SY_VIB_INT,Vibrance Integral,3,2111.65,2026-03-16
RTL_00002,POS_547f6380e07b,SY_VIB_INT,Vibrance Integral,1,1236.38,2026-03-19
RTL_00002,POS_ed7784c17871,SY_TOP_15WP,Topik 15 WP,1,403.06,2026-03-20
RTL_00002,POS_941c3cbab732,SY_AXI_50EC,Axial 50 EC,6,1034.95,2026-03-19
RTL_00002,POS_e228f39de053,SY_TOP_15WP,Topik 15 WP,3,1366.49,2026-03-23
RTL_00002,POS_578699267112,SY_AXI_50EC,Axial 50 EC,3,1987.67,2026-03-24
RTL_00002,POS_7d494c7e178f,SY_AXI_50EC,Axial 50 EC,3,1969.23,2026-03-23
RTL_00003,POS_8d8c757863af,SY_SCO_250EC,Score 250 EC,1,453.45,2025-10-09
RTL_00003,POS_074897383c4e,SY_VIB_INT,Vibrance Integral,122,1029.52,2025-10-15
RTL_00003,POS_f6c93dbdf951,SY_SCO_250EC,Score 250 EC,2,500.4,2025-11-02
RTL_00003,POS_881ee1d1e3e7,SY_SCO_250EC,Score 250 EC,3,768.57,2025-11-01
RTL_00003,POS_add6ebb68c94,SY_VIB_INT,Vibrance Integral,22,1517.68,2025-10-31
RTL_00003,POS_35b5dc51f1ff,SY_SCO_250EC,Score 250 EC,2,1329.05,2025-11-04
RTL_00003,POS_1dd2100a92b1,SY_SCO_250EC,Score 250 EC,1,1048.74,2025-11-06
RTL_00003,POS_2ad7421abc17,SY_VIB_INT,Vibrance Integral,6,1279.65,2025-11-03
RTL_00003,POS_aa092925e95c,SY_CRU_350FS,Cruiser 350 FS,17,1041.14,2025-11-20
RTL_00003,POS_f5ed8e970cd0,SY_SCO_250EC,Score 250 EC,174,1445.76,2025-11-28
RTL_00003,POS_b871ecad6ff9,SY_CRU_350FS,Cruiser 350 FS,1,1647.65,2025-11-30
RTL_00003,POS_c0a52c3f9d68,SY_SCO_250EC,Score 250 EC,8,1128.67,2025-12-02
RTL_00003,POS_0986aca01339,SY_VIB_INT,Vibrance Integral,16,1685.93,2025-12-05
RTL_00003,POS_ee124589dc61,SY_VIB_INT,Vibrance Integral,4,1210.55,2025-12-06
RTL_00003,POS_4391017a71b0,SY_SCO_250EC,Score 250 EC,11,702.31,2025-12-13
RTL_00003,POS_b29b7bb7bcba,SY_VIB_INT,Vibrance Integral,7,1267.77,2025-12-10
RTL_00003,POS_0128c0897723,SY_SCO_250EC,Score 250 EC,1,1140.83,2025-12-17
RTL_00003,POS_9badfd980e15,SY_SCO_250EC,Score 250 EC,1,2046.88,2025-12-17
RTL_00003,POS_71830f25145f,SY_CRU_350FS,Cruiser 350 FS,8,1916.56,2025-12-18
RTL_00003,POS_7efde231834f,SY_CRU_350FS,Cruiser 350 FS,11,2161.52,2025-12-19
RTL_00003,POS_e28fe333e86c,SY_CRU_350FS,Cruiser 350 FS,12,964.74,2025-12-21
RTL_00003,POS_efcac8d4f369,SY_CRU_350FS,Cruiser 350 FS,13,862.99,2025-12-15
RTL_00003,POS_0260a9661d3f,SY_CRU_350FS,Cruiser 350 FS,5,1423.1,2025-12-23
RTL_00003,POS_93785ded34f1,SY_CRU_350FS,Cruiser 350 FS,3,423.64,2026-01-01
RTL_00003,POS_ff2724200b71,SY_CRU_350FS,Cruiser 350 FS,2,1447.79,2025-12-31
RTL_00003,POS_5ad863b5d899,SY_CRU_350FS,Cruiser 350 FS,1,776.81,2025-12-31
RTL_00003,POS_002e5a1fd482,SY_VIB_INT,Vibrance Integral,8,1966.17,2026-01-02
RTL_00003,POS_72ad2ce44e8a,SY_SCO_250EC,Score 250 EC,3,523.49,2026-01-10
RTL_00003,POS_d8a5d9f5966e,SY_SCO_250EC,Score 250 EC,6,830.0,2026-01-16
RTL_00003,POS_c0b9e8ae4e8d,SY_CRU_350FS,Cruiser 350 FS,12,1613.09,2026-01-13
RTL_00003,POS_b5bdc6d50f7d,SY_CRU_350FS,Cruiser 350 FS,6,448.48,2026-01-16
RTL_00003,POS_4fa41324170e,SY_VIB_INT,Vibrance Integral,9,1328.69,2026-01-17
RTL_00003,POS_25324e31abfc,SY_VIB_INT,Vibrance Integral,11,1851.74,2026-01-14
RTL_00003,POS_58f0eea7253a,SY_VIB_INT,Vibrance Integral,7,1032.29,2026-01-12
RTL_00003,POS_3a206a31ef2b,SY_SCO_250EC,Score 250 EC,4,688.6,2026-01-27
RTL_00003,POS_2e985bbebeca,SY_VIB_INT,Vibrance Integral,1,450.93,2026-01-27
RTL_00003,POS_404fc20622b6,SY_SCO_250EC,Score 250 EC,4,737.57,2026-02-08
RTL_00003,POS_7c0cb68bdf65,SY_SCO_250EC,Score 250 EC,3,640.19,2026-02-03
RTL_00003,POS_0e91c65668e4,SY_CRU_350FS,Cruiser 350 FS,2,1017.89,2026-02-07
RTL_00003,POS_13f5f6cf2630,SY_CRU_350FS,Cruiser 350 FS,4,1247.1,2026-02-05
RTL_00003,POS_d440232a0214,SY_VIB_INT,Vibrance Integral,6,1193.44,2026-02-05
RTL_00003,POS_314cf7b71290,SY_CRU_350FS,Cruiser 350 FS,2,1656.32,2026-02-10
RTL_00003,POS_fe94c96fc6cb,SY_VIB_INT,Vibrance Integral,1,878.56,2026-02-09
RTL_00003,POS_24b8fe1ab865,SY_VIB_INT,Vibrance Integral,1,645.66,2026-02-10
RTL_00003,POS_20234e3f5340,SY_VIB_INT,Vibrance Integral,1,1420.4,2026-02-14
RTL_00003,POS_b7a600e8cfd2,SY_SCO_250EC,Score 250 EC,3,1126.0,2026-02-17
RTL_00003,POS_700fc3a5ff62,SY_SCO_250EC,Score 250 EC,3,718.01,2026-02-19
RTL_00003,POS_c9cee8d1a556,SY_SCO_250EC,Score 250 EC,2,719.4,2026-02-22
RTL_00003,POS_b150da96b280,SY_CRU_350FS,Cruiser 350 FS,4,1433.33,2026-02-17
RTL_00003,POS_8865b25bfcab,SY_VIB_INT,Vibrance Integral,18,1279.98,2026-02-25
RTL_00003,POS_cacb2054aa16,SY_SCO_250EC,Score 250 EC,12,485.95,2026-03-04
RTL_00003,POS_0f28600cafcd,SY_SCO_250EC,Score 250 EC,16,981.05,2026-03-07
RTL_00003,POS_a115a1f02414,SY_SCO_250EC,Score 250 EC,11,1635.3,2026-03-07
RTL_00003,POS_1fb09622dffc,SY_CRU_350FS,Cruiser 350 FS,5,890.46,2026-03-06
RTL_00003,POS_c4afbcce8618,SY_SCO_250EC,Score 250 EC,2,2166.72,2026-03-14
RTL_00003,POS_b32bbd35c400,SY_SCO_250EC,Score 250 EC,3,599.73,2026-03-15
RTL_00003,POS_38dae83183ca,SY_CRU_350FS,Cruiser 350 FS,32,442.53,2026-03-14
RTL_00003,POS_14f731b349c0,SY_VIB_INT,Vibrance Integral,2,433.94,2026-03-10
RTL_00003,POS_54851cb8de30,SY_VIB_INT,Vibrance Integral,6,1871.38,2026-03-09
RTL_00003,POS_58eadcfbb706,SY_CRU_350FS,Cruiser 350 FS,9,1803.0,2026-03-25
RTL_00003,POS_3e983ef08542,SY_VIB_INT,Vibrance Integral,1,990.02,2026-03-24
RTL_00003,POS_f7df1f207f33,SY_VIB_INT,Vibrance Integral,1,1935.86,2026-03-29
RTL_00004,POS_1a55d870b6f9,SY_TILT_250EC,Tilt 250 EC,18,581.08,2025-10-09
RTL_00004,POS_f12191493ec5,SY_TOP_15WP,Topik 15 WP,1,2048.29,2025-10-10
RTL_00004,POS_99ca7137dd0e,SY_TILT_250EC,Tilt 250 EC,8,1637.05,2025-10-23
RTL_00004,POS_6eed9e6bd010,SY_TOP_15WP,Topik 15 WP,3,469.87,2025-10-22
RTL_00004,POS_1ad12e3e62c3,SY_AMI_250SC,Amistar 250 SC,4,873.69,2025-11-01
RTL_00004,POS_24cb072325f8,SY_AMI_250SC,Amistar 250 SC,4,1856.78,2025-10-27
RTL_00004,POS_27910ac94c9d,SY_TOP_15WP,Topik 15 WP,1,1802.06,2025-10-27
RTL_00004,POS_4aff25f36719,SY_TILT_250EC,Tilt 250 EC,2,1251.06,2025-11-08
RTL_00004,POS_c983a2c7ecf4,SY_TILT_250EC,Tilt 250 EC,1,776.85,2025-11-05
RTL_00004,POS_c58f70f5e024,SY_TILT_250EC,Tilt 250 EC,1,1747.05,2025-11-03
RTL_00004,POS_9deac9878714,SY_TILT_250EC,Tilt 250 EC,3,2084.98,2025-11-04
RTL_00004,POS_61a50b93c1b5,SY_TOP_15WP,Topik 15 WP,6,388.18,2025-11-04
RTL_00004,POS_181cef87a128,SY_TILT_250EC,Tilt 250 EC,6,910.29,2025-11-27
RTL_00004,POS_4f5b43ea453b,SY_TILT_250EC,Tilt 250 EC,3,1580.7,2025-11-26
RTL_00004,POS_9be2fb337527,SY_AMI_250SC,Amistar 250 SC,2,1012.31,2025-11-29
RTL_00004,POS_683cc4ebffa2,SY_AMI_250SC,Amistar 250 SC,1,1914.43,2025-11-24
RTL_00004,POS_5b23c57073ec,SY_AMI_250SC,Amistar 250 SC,1,2153.49,2025-11-24
RTL_00004,POS_6f2e973adf1d,SY_TOP_15WP,Topik 15 WP,6,2120.5,2025-11-29
RTL_00004,POS_c0eb34518b9d,SY_AMI_250SC,Amistar 250 SC,3,2121.67,2025-12-07
RTL_00004,POS_825858fe5be0,SY_TILT_250EC,Tilt 250 EC,14,1132.21,2025-12-13
RTL_00004,POS_62263d987444,SY_AMI_250SC,Amistar 250 SC,7,1374.33,2025-12-12
RTL_00004,POS_06bc398db858,SY_TOP_15WP,Topik 15 WP,3,1508.66,2025-12-13
RTL_00004,POS_2b5527171a67,SY_AMI_250SC,Amistar 250 SC,1,1297.01,2025-12-21
RTL_00004,POS_33c75ff47bd1,SY_AMI_250SC,Amistar 250 SC,1,700.3,2025-12-20
RTL_00004,POS_593183efb62b,SY_AMI_250SC,Amistar 250 SC,1,1271.91,2025-12-16
RTL_00004,POS_9e3a19f42547,SY_AMI_250SC,Amistar 250 SC,1,2197.45,2025-12-21
RTL_00004,POS_77d1774ae863,SY_TILT_250EC,Tilt 250 EC,6,1952.88,2025-12-28
RTL_00004,POS_0ba08f08a674,SY_AMI_250SC,Amistar 250 SC,1,1285.72,2025-12-26
RTL_00004,POS_ec50c0d4bae4,SY_TOP_15WP,Topik 15 WP,5,1501.25,2025-12-26
RTL_00004,POS_956da2aa1072,SY_TILT_250EC,Tilt 250 EC,1,1904.4,2026-01-01
RTL_00004,POS_2ca6275cb840,SY_AMI_250SC,Amistar 250 SC,1,668.67,2026-01-04
RTL_00004,POS_dd95979aa6c2,SY_AMI_250SC,Amistar 250 SC,2,1101.42,2025-12-30
RTL_00004,POS_111c2517932a,SY_AMI_250SC,Amistar 250 SC,1,584.04,2025-12-30
RTL_00004,POS_ff0f2d217e21,SY_TILT_250EC,Tilt 250 EC,2,1352.35,2026-01-06
RTL_00004,POS_3363fadcde45,SY_TILT_250EC,Tilt 250 EC,2,1184.12,2026-01-06
RTL_00004,POS_f42aff071446,SY_TILT_250EC,Tilt 250 EC,3,1759.04,2026-01-07
RTL_00004,POS_053b8f7b80f3,SY_TOP_15WP,Topik 15 WP,15,1190.45,2026-01-11
RTL_00004,POS_cc11bf3f66cd,SY_TOP_15WP,Topik 15 WP,5,2198.74,2026-01-18
RTL_00004,POS_a52c167886c9,SY_TILT_250EC,Tilt 250 EC,5,1680.75,2026-01-25
RTL_00004,POS_b8bd82327fe7,SY_AMI_250SC,Amistar 250 SC,2,914.94,2026-01-22
RTL_00004,POS_dcc065db4400,SY_AMI_250SC,Amistar 250 SC,4,1201.13,2026-01-22
RTL_00004,POS_9fc48a42f018,SY_TOP_15WP,Topik 15 WP,2,1323.15,2026-01-22
RTL_00004,POS_3e3848097b42,SY_TILT_250EC,Tilt 250 EC,7,446.27,2026-01-29
RTL_00004,POS_e43abd143f0d,SY_TOP_15WP,Topik 15 WP,1,1411.81,2026-01-30
RTL_00004,POS_5a3ae4c4319b,SY_TOP_15WP,Topik 15 WP,1,570.69,2026-01-30
RTL_00004,POS_b4c47acfffb6,SY_TILT_250EC,Tilt 250 EC,8,812.72,2026-02-08
RTL_00004,POS_cd451e95b8dd,SY_AMI_250SC,Amistar 250 SC,3,2103.1,2026-02-03
RTL_00004,POS_98f1beb82339,SY_TOP_15WP,Topik 15 WP,3,788.34,2026-02-06
RTL_00004,POS_65c2a4abb19d,SY_AMI_250SC,Amistar 250 SC,1,2096.43,2026-02-10
RTL_00004,POS_d4de5bffb51a,SY_TOP_15WP,Topik 15 WP,14,1725.46,2026-02-11
