retailer_id,sku_id,sku_name,sku_qty,week_end_date
RTL_00001,SY_AXI_50EC,Axial 50 EC,134,2025-12-21
RTL_00001,SY_TILT_250EC,Tilt 250 EC,129,2025-12-28
RTL_00001,SY_SCO_250EC,Score 250 EC,64,2025-12-28
RTL_00001,SY_AXI_50EC,Axial 50 EC,130,2025-12-28
RTL_00001,SY_TILT_250EC,Tilt 250 EC,111,2026-01-04
RTL_00001,SY_SCO_250EC,Score 250 EC,64,2026-01-04
RTL_00001,SY_AXI_50EC,Axial 50 EC,130,2026-01-04
RTL_00001,SY_TILT_250EC,Tilt 250 EC,106,2026-01-11
RTL_00001,SY_SCO_250EC,Score 250 EC,64,2026-01-11
RTL_00001,SY_AXI_50EC,Axial 50 EC,1,2026-01-11
RTL_00001,SY_TILT_250EC,Tilt 250 EC,103,2026-01-18
RTL_00001,SY_SCO_250EC,Score 250 EC,64,2026-01-18
RTL_00001,SY_AXI_50EC,Axial 50 EC,51,2026-01-18
RTL_00001,SY_TILT_250EC,Tilt 250 EC,103,2026-01-25
RTL_00001,SY_SCO_250EC,Score 250 EC,45,2026-01-25
RTL_00001,SY_AXI_50EC,Axial 50 EC,43,2026-01-25
RTL_00001,SY_TILT_250EC,Tilt 250 EC,97,2026-02-01
RTL_00001,SY_SCO_250EC,Score 250 EC,27,2026-02-01
RTL_00001,SY_AXI_50EC,Axial 50 EC,31,2026-02-01
RTL_00001,SY_TILT_250EC,Tilt 250 EC,92,2026-02-08
RTL_00001,SY_SCO_250EC,Score 250 EC,20,2026-02-08
RTL_00001,SY_AXI_50EC,Axial 50 EC,31,2026-02-08
RTL_00001,SY_TILT_250EC,Tilt 250 EC,36,2026-02-15
RTL_00001,SY_SCO_250EC,Score 250 EC,20,2026-02-15
RTL_00001,SY_AXI_50EC,Axial 50 EC,83,2026-02-15
RTL_00001,SY_TILT_250EC,Tilt 250 EC,36,2026-02-22
RTL_00001,SY_SCO_250EC,Score 250 EC,18,2026-02-22
RTL_00001,SY_AXI_50EC,Axial 50 EC,68,2026-02-22
RTL_00001,SY_TILT_250EC,Tilt 250 EC,36,2026-03-01
RTL_00001,SY_SCO_250EC,Score 250 EC,17,2026-03-01
RTL_00001,SY_AXI_50EC,Axial 50 EC,68,2026-03-01
RTL_00001,SY_TILT_250EC,Tilt 250 EC,32,2026-03-08
RTL_00001,SY_SCO_250EC,Score 250 EC,3,2026-03-08
RTL_00001,SY_AXI_50EC,Axial 50 EC,60,2026-03-08
RTL_00001,SY_TILT_250EC,Tilt 250 EC,30,2026-03-15
RTL_00001,SY_SCO_250EC,Score 250 EC,0,2026-03-15
RTL_00001,SY_AXI_50EC,Axial 50 EC,60,2026-03-15
RTL_00001,SY_TILT_250EC,Tilt 250 EC,22,2026-03-22
RTL_00001,SY_SCO_250EC,Score 250 EC,112,2026-03-22
RTL_00001,SY_AXI_50EC,Axial 50 EC,57,2026-03-22
RTL_00001,SY_TILT_250EC,Tilt 250 EC,6,2026-03-29
RTL_00001,SY_SCO_250EC,Score 250 EC,108,2026-03-29
RTL_00001,SY_AXI_50EC,Axial 50 EC,49,2026-03-29
RTL_00002,SY_SCO_250EC,Score 250 EC,172,2025-10-05
RTL_00002,SY_VIB_INT,Vibrance Integral,166,2025-10-05
RTL_00002,SY_TOP_15WP,Topik 15 WP,167,2025-10-05
RTL_00002,SY_AXI_50EC,Axial 50 EC,199,2025-10-05
RTL_00002,SY_SCO_250EC,Score 250 EC,172,2025-10-12
RTL_00002,SY_VIB_INT,Vibrance Integral,166,2025-10-12
RTL_00002,SY_TOP_15WP,Topik 15 WP,167,2025-10-12
RTL_00002,SY_AXI_50EC,Axial 50 EC,199,2025-10-12
RTL_00002,SY_SCO_250EC,Score 250 EC,165,2025-10-19
RTL_00002,SY_VIB_INT,Vibrance Integral,161,2025-10-19
RTL_00002,SY_TOP_15WP,Topik 15 WP,150,2025-10-19
RTL_00002,SY_AXI_50EC,Axial 50 EC,192,2025-10-19
RTL_00002,SY_SCO_250EC,Score 250 EC,66,2025-10-26
RTL_00002,SY_VIB_INT,Vibrance Integral,156,2025-10-26
RTL_00002,SY_TOP_15WP,Topik 15 WP,0,2025-10-26
RTL_00002,SY_AXI_50EC,Axial 50 EC,192,2025-10-26
RTL_00002,SY_SCO_250EC,Score 250 EC,133,2025-11-02
RTL_00002,SY_VIB_INT,Vibrance Integral,156,2025-11-02
RTL_00002,SY_TOP_15WP,Topik 15 WP,88,2025-11-02
RTL_00002,SY_AXI_50EC,Axial 50 EC,192,2025-11-02
RTL_00002,SY_SCO_250EC,Score 250 EC,133,2025-11-09
RTL_00002,SY_VIB_INT,Vibrance Integral,60,2025-11-09
RTL_00002,SY_TOP_15WP,Topik 15 WP,116,2025-11-09
RTL_00002,SY_AXI_50EC,Axial 50 EC,190,2025-11-09
RTL_00002,SY_SCO_250EC,Score 250 EC,131,2025-11-16
RTL_00002,SY_VIB_INT,Vibrance Integral,54,2025-11-16
RTL_00002,SY_TOP_15WP,Topik 15 WP,105,2025-11-16
RTL_00002,SY_AXI_50EC,Axial 50 EC,181,2025-11-16
RTL_00002,SY_SCO_250EC,Score 250 EC,123,2025-11-23
RTL_00002,SY_VIB_INT,Vibrance Integral,54,2025-11-23
RTL_00002,SY_TOP_15WP,Topik 15 WP,103,2025-11-23
RTL_00002,SY_AXI_50EC,Axial 50 EC,181,2025-11-23
RTL_00002,SY_SCO_250EC,Score 250 EC,123,2025-11-30
RTL_00002,SY_VIB_INT,Vibrance Integral,48,2025-11-30
RTL_00002,SY_TOP_15WP,Topik 15 WP,103,2025-11-30
RTL_00002,SY_AXI_50EC,Axial 50 EC,181,2025-11-30
RTL_00002,SY_SCO_250EC,Score 250 EC,117,2025-12-07
RTL_00002,SY_VIB_INT,Vibrance Integral,48,2025-12-07
RTL_00002,SY_TOP_15WP,Topik 15 WP,103,2025-12-07
RTL_00002,SY_AXI_50EC,Axial 50 EC,181,2025-12-07
RTL_00002,SY_SCO_250EC,Score 250 EC,105,2025-12-14
RTL_00002,SY_VIB_INT,Vibrance Integral,43,2025-12-14
RTL_00002,SY_TOP_15WP,Topik 15 WP,99,2025-12-14
RTL_00002,SY_AXI_50EC,Axial 50 EC,176,2025-12-14
RTL_00002,SY_SCO_250EC,Score 250 EC,100,2025-12-21
RTL_00002,SY_VIB_INT,Vibrance Integral,36,2025-12-21
RTL_00002,SY_TOP_15WP,Topik 15 WP,99,2025-12-21
RTL_00002,SY_AXI_50EC,Axial 50 EC,176,2025-12-21
RTL_00002,SY_SCO_250EC,Score 250 EC,44,2025-12-28
RTL_00002,SY_VIB_INT,Vibrance Integral,30,2025-12-28
RTL_00002,SY_TOP_15WP,Topik 15 WP,95,2025-12-28
RTL_00002,SY_AXI_50EC,Axial 50 EC,171,2025-12-28
RTL_00002,SY_SCO_250EC,Score 250 EC,104,2026-01-04
RTL_00002,SY_VIB_INT,Vibrance Integral,30,2026-01-04
RTL_00002,SY_TOP_15WP,Topik 15 WP,91,2026-01-04
RTL_00002,SY_AXI_50EC,Axial 50 EC,170,2026-01-04
RTL_00002,SY_SCO_250EC,Score 250 EC,97,2026-01-11
RTL_00002,SY_VIB_INT,Vibrance Integral,30,2026-01-11
RTL_00002,SY_TOP_15WP,Topik 15 WP,83,2026-01-11
RTL_00002,SY_AXI_50EC,Axial 50 EC,163,2026-01-11
RTL_00002,SY_SCO_250EC,Score 250 EC,92,2026-01-18
RTL_00002,SY_VIB_INT,Vibrance Integral,26,2026-01-18
RTL_00002,SY_TOP_15WP,Topik 15 WP,81,2026-01-18
RTL_00002,SY_AXI_50EC,Axial 50 EC,162,2026-01-18
RTL_00002,SY_SCO_250EC,Score 250 EC,92,2026-01-25
RTL_00002,SY_VIB_INT,Vibrance Integral,25,2026-01-25
RTL_00002,SY_TOP_15WP,Topik 15 WP,74,2026-01-25
RTL_00002,SY_AXI_50EC,Axial 50 EC,159,2026-01-25
RTL_00002,SY_SCO_250EC,Score 250 EC,85,2026-02-01
RTL_00002,SY_VIB_INT,Vibrance Integral,21,2026-02-01
RTL_00002,SY_TOP_15WP,Topik 15 WP,74,2026-02-01
RTL_00002,SY_AXI_50EC,Axial 50 EC,159,2026-02-01
RTL_00002,SY_SCO_250EC,Score 250 EC,79,2026-02-08
RTL_00002,SY_VIB_INT,Vibrance Integral,13,2026-02-08
RTL_00002,SY_TOP_15WP,Topik 15 WP,72,2026-02-08
RTL_00002,SY_AXI_50EC,Axial 50 EC,159,2026-02-08
RTL_00002,SY_SCO_250EC,Score 250 EC,61,2026-02-15
RTL_00002,SY_VIB_INT,Vibrance Integral,13,2026-02-15
RTL_00002,SY_TOP_15WP,Topik 15 WP,72,2026-02-15
RTL_00002,SY_AXI_50EC,Axial 50 EC,43,2026-02-15
RTL_00002,SY_SCO_250EC,Score 250 EC,61,2026-02-22
RTL_00002,SY_VIB_INT,Vibrance Integral,0,2026-02-22
RTL_00002,SY_TOP_15WP,Topik 15 WP,33,2026-02-22
RTL_00002,SY_AXI_50EC,Axial 50 EC,43,2026-02-22
RTL_00002,SY_SCO_250EC,Score 250 EC,49,2026-03-01
RTL_00002,SY_VIB_INT,Vibrance Integral,5,2026-03-01
RTL_00002,SY_TOP_15WP,Topik 15 WP,33,2026-03-01
RTL_00002,SY_AXI_50EC,Axial 50 EC,41,2026-03-01
RTL_00002,SY_SCO_250EC,Score 250 EC,49,2026-03-08
RTL_00002,SY_VIB_INT,Vibrance Integral,4,2026-03-08
RTL_00002,SY_TOP_15WP,Topik 15 WP,33,2026-03-08
RTL_00002,SY_AXI_50EC,Axial 50 EC,22,2026-03-08
RTL_00002,SY_SCO_250EC,Score 250 EC,47,2026-03-15
RTL_00002,SY_VIB_INT,Vibrance Integral,4,2026-03-15
RTL_00002,SY_TOP_15WP,Topik 15 WP,33,2026-03-15
RTL_00002,SY_AXI_50EC,Axial 50 EC,17,2026-03-15
RTL_00002,SY_SCO_250EC,Score 250 EC,38,2026-03-22
RTL_00002,SY_VIB_INT,Vibrance Integral,0,2026-03-22
RTL_00002,SY_TOP_15WP,Topik 15 WP,32,2026-03-22
RTL_00002,SY_AXI_50EC,Axial 50 EC,11,2026-03-22
RTL_00002,SY_SCO_250EC,Score 250 EC,38,2026-03-29
RTL_00002,SY_VIB_INT,Vibrance Integral,0,2026-03-29
RTL_00002,SY_TOP_15WP,Topik 15 WP,29,2026-03-29
RTL_00002,SY_AXI_50EC,Axial 50 EC,5,2026-03-29
RTL_00003,SY_SCO_250EC,Score 250 EC,181,2025-10-05
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-10-05
RTL_00003,SY_VIB_INT,Vibrance Integral,183,2025-10-05
RTL_00003,SY_SCO_250EC,Score 250 EC,180,2025-10-12
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-10-12
RTL_00003,SY_VIB_INT,Vibrance Integral,183,2025-10-12
RTL_00003,SY_SCO_250EC,Score 250 EC,180,2025-10-19
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-10-19
RTL_00003,SY_VIB_INT,Vibrance Integral,61,2025-10-19
RTL_00003,SY_SCO_250EC,Score 250 EC,180,2025-10-26
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-10-26
RTL_00003,SY_VIB_INT,Vibrance Integral,61,2025-10-26
RTL_00003,SY_SCO_250EC,Score 250 EC,175,2025-11-02
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-11-02
RTL_00003,SY_VIB_INT,Vibrance Integral,39,2025-11-02
RTL_00003,SY_SCO_250EC,Score 250 EC,172,2025-11-09
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-11-09
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2025-11-09
RTL_00003,SY_SCO_250EC,Score 250 EC,172,2025-11-16
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,79,2025-11-16
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2025-11-16
RTL_00003,SY_SCO_250EC,Score 250 EC,225,2025-11-23
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,62,2025-11-23
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2025-11-23
RTL_00003,SY_SCO_250EC,Score 250 EC,51,2025-11-30
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,61,2025-11-30
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2025-11-30
RTL_00003,SY_SCO_250EC,Score 250 EC,43,2025-12-07
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,61,2025-12-07
RTL_00003,SY_VIB_INT,Vibrance Integral,13,2025-12-07
RTL_00003,SY_SCO_250EC,Score 250 EC,32,2025-12-14
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,61,2025-12-14
RTL_00003,SY_VIB_INT,Vibrance Integral,6,2025-12-14
RTL_00003,SY_SCO_250EC,Score 250 EC,30,2025-12-21
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,17,2025-12-21
RTL_00003,SY_VIB_INT,Vibrance Integral,6,2025-12-21
RTL_00003,SY_SCO_250EC,Score 250 EC,30,2025-12-28
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,12,2025-12-28
RTL_00003,SY_VIB_INT,Vibrance Integral,41,2025-12-28
RTL_00003,SY_SCO_250EC,Score 250 EC,33,2026-01-04
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,6,2026-01-04
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2026-01-04
RTL_00003,SY_SCO_250EC,Score 250 EC,30,2026-01-11
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,28,2026-01-11
RTL_00003,SY_VIB_INT,Vibrance Integral,33,2026-01-11
RTL_00003,SY_SCO_250EC,Score 250 EC,24,2026-01-18
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,10,2026-01-18
RTL_00003,SY_VIB_INT,Vibrance Integral,6,2026-01-18
RTL_00003,SY_SCO_250EC,Score 250 EC,24,2026-01-25
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,71,2026-01-25
RTL_00003,SY_VIB_INT,Vibrance Integral,39,2026-01-25
RTL_00003,SY_SCO_250EC,Score 250 EC,20,2026-02-01
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,71,2026-02-01
RTL_00003,SY_VIB_INT,Vibrance Integral,38,2026-02-01
RTL_00003,SY_SCO_250EC,Score 250 EC,13,2026-02-08
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,65,2026-02-08
RTL_00003,SY_VIB_INT,Vibrance Integral,32,2026-02-08
RTL_00003,SY_SCO_250EC,Score 250 EC,13,2026-02-15
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,63,2026-02-15
RTL_00003,SY_VIB_INT,Vibrance Integral,29,2026-02-15
RTL_00003,SY_SCO_250EC,Score 250 EC,5,2026-02-22
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,59,2026-02-22
RTL_00003,SY_VIB_INT,Vibrance Integral,29,2026-02-22
RTL_00003,SY_SCO_250EC,Score 250 EC,58,2026-03-01
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,59,2026-03-01
RTL_00003,SY_VIB_INT,Vibrance Integral,11,2026-03-01
RTL_00003,SY_SCO_250EC,Score 250 EC,19,2026-03-08
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,54,2026-03-08
RTL_00003,SY_VIB_INT,Vibrance Integral,11,2026-03-08
RTL_00003,SY_SCO_250EC,Score 250 EC,14,2026-03-15
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,22,2026-03-15
RTL_00003,SY_VIB_INT,Vibrance Integral,3,2026-03-15
RTL_00003,SY_SCO_250EC,Score 250 EC,55,2026-03-22
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,50,2026-03-22
RTL_00003,SY_VIB_INT,Vibrance Integral,30,2026-03-22
RTL_00003,SY_SCO_250EC,Score 250 EC,55,2026-03-29
RTL_00003,SY_CRU_350FS,Cruiser 350 FS,41,2026-03-29
RTL_00003,SY_VIB_INT,Vibrance Integral,28,2026-03-29
RTL_00004,SY_TILT_250EC,Tilt 250 EC,188,2025-10-05
RTL_00004,SY_AMI_250SC,Amistar 250 SC,203,2025-10-05
RTL_00004,SY_TOP_15WP,Topik 15 WP,79,2025-10-05
RTL_00004,SY_TILT_250EC,Tilt 250 EC,170,2025-10-12
RTL_00004,SY_AMI_250SC,Amistar 250 SC,251,2025-10-12
RTL_00004,SY_TOP_15WP,Topik 15 WP,78,2025-10-12
RTL_00004,SY_TILT_250EC,Tilt 250 EC,170,2025-10-19
RTL_00004,SY_AMI_250SC,Amistar 250 SC,251,2025-10-19
RTL_00004,SY_TOP_15WP,Topik 15 WP,78,2025-10-19
RTL_00004,SY_TILT_250EC,Tilt 250 EC,162,2025-10-26
RTL_00004,SY_AMI_250SC,Amistar 250 SC,251,2025-10-26
RTL_00004,SY_TOP_15WP,Topik 15 WP,75,2025-10-26
RTL_00004,SY_TILT_250EC,Tilt 250 EC,162,2025-11-02
RTL_00004,SY_AMI_250SC,Amistar 250 SC,243,2025-11-02
RTL_00004,SY_TOP_15WP,Topik 15 WP,74,2025-11-02
RTL_00004,SY_TILT_250EC,Tilt 250 EC,155,2025-11-09
RTL_00004,SY_AMI_250SC,Amistar 250 SC,243,2025-11-09
RTL_00004,SY_TOP_15WP,Topik 15 WP,68,2025-11-09
RTL_00004,SY_TILT_250EC,Tilt 250 EC,155,2025-11-16
RTL_00004,SY_AMI_250SC,Amistar 250 SC,243,2025-11-16
RTL_00004,SY_TOP_15WP,Topik 15 WP,68,2025-11-16
RTL_00004,SY_TILT_250EC,Tilt 250 EC,155,2025-11-23
RTL_00004,SY_AMI_250SC,Amistar 250 SC,243,2025-11-23
RTL_00004,SY_TOP_15WP,Topik 15 WP,68,2025-11-23
RTL_00004,SY_TILT_250EC,Tilt 250 EC,146,2025-11-30
RTL_00004,SY_AMI_250SC,Amistar 250 SC,239,2025-11-30
RTL_00004,SY_TOP_15WP,Topik 15 WP,62,2025-11-30
RTL_00004,SY_TILT_250EC,Tilt 250 EC,146,2025-12-07
RTL_00004,SY_AMI_250SC,Amistar 250 SC,236,2025-12-07
RTL_00004,SY_TOP_15WP,Topik 15 WP,62,2025-12-07
RTL_00004,SY_TILT_250EC,Tilt 250 EC,132,2025-12-14
RTL_00004,SY_AMI_250SC,Amistar 250 SC,229,2025-12-14
RTL_00004,SY_TOP_15WP,Topik 15 WP,59,2025-12-14
RTL_00004,SY_TILT_250EC,Tilt 250 EC,132,2025-12-21
RTL_00004,SY_AMI_250SC,Amistar 250 SC,225,2025-12-21
RTL_00004,SY_TOP_15WP,Topik 15 WP,59,2025-12-21
RTL_00004,SY_TILT_250EC,Tilt 250 EC,126,2025-12-28
RTL_00004,SY_AMI_250SC,Amistar 250 SC,224,2025-12-28
RTL_00004,SY_TOP_15WP,Topik 15 WP,54,2025-12-28
RTL_00004,SY_TILT_250EC,Tilt 250 EC,125,2026-01-04
RTL_00004,SY_AMI_250SC,Amistar 250 SC,220,2026-01-04
RTL_00004,SY_TOP_15WP,Topik 15 WP,54,2026-01-04
RTL_00004,SY_TILT_250EC,Tilt 250 EC,118,2026-01-11
RTL_00004,SY_AMI_250SC,Amistar 250 SC,220,2026-01-11
RTL_00004,SY_TOP_15WP,Topik 15 WP,39,2026-01-11
RTL_00004,SY_TILT_250EC,Tilt 250 EC,118,2026-01-18
RTL_00004,SY_AMI_250SC,Amistar 250 SC,220,2026-01-18
RTL_00004,SY_TOP_15WP,Topik 15 WP,34,2026-01-18
RTL_00004,SY_TILT_250EC,Tilt 250 EC,113,2026-01-25
RTL_00004,SY_AMI_250SC,Amistar 250 SC,214,2026-01-25
RTL_00004,SY_TOP_15WP,Topik 15 WP,32,2026-01-25
RTL_00004,SY_TILT_250EC,Tilt 250 EC,106,2026-02-01
RTL_00004,SY_AMI_250SC,Amistar 250 SC,214,2026-02-01
RTL_00004,SY_TOP_15WP,Topik 15 WP,30,2026-02-01
RTL_00004,SY_TILT_250EC,Tilt 250 EC,98,2026-02-08
RTL_00004,SY_AMI_250SC,Amistar 250 SC,211,2026-02-08
RTL_00004,SY_TOP_15WP,Topik 15 WP,27,2026-02-08
RTL_00004,SY_TILT_250EC,Tilt 250 EC,98,2026-02-15
RTL_00004,SY_AMI_250SC,Amistar 250 SC,210,2026-02-15
RTL_00004,SY_TOP_15WP,Topik 15 WP,13,2026-02-15
RTL_00004,SY_TILT_250EC,Tilt 250 EC,98,2026-02-22
RTL_00004,SY_AMI_250SC,Amistar 250 SC,210,2026-02-22
RTL_00004,SY_TOP_15WP,Topik 15 WP,13,2026-02-22
RTL_00004,SY_TILT_250EC,Tilt 250 EC,98,2026-03-01
RTL_00004,SY_AMI_250SC,Amistar 250 SC,204,2026-03-01
RTL_00004,SY_TOP_15WP,Topik 15 WP,10,2026-03-01
RTL_00004,SY_TILT_250EC,Tilt 250 EC,98,2026-03-08
RTL_00004,SY_AMI_250SC,Amistar 250 SC,81,2026-03-08
RTL_00004,SY_TOP_15WP,Topik 15 WP,68,2026-03-08
RTL_00004,SY_TILT_250EC,Tilt 250 EC,90,2026-03-15
RTL_00004,SY_AMI_250SC,Amistar 250 SC,76,2026-03-15
RTL_00004,SY_TOP_15WP,Topik 15 WP,67,2026-03-15
RTL_00004,SY_TILT_250EC,Tilt 250 EC,90,2026-03-22
RTL_00004,SY_AMI_250SC,Amistar 250 SC,56,2026-03-22
RTL_00004,SY_TOP_15WP,Topik 15 WP,59,2026-03-22
RTL_00004,SY_TILT_250EC,Tilt 250 EC,90,2026-03-29
RTL_00004,SY_AMI_250SC,Amistar 250 SC,48,2026-03-29
RTL_00004,SY_TOP_15WP,Topik 15 WP,54,2026-03-29
RTL_00005,SY_AMI_250SC,Amistar 250 SC,75,2025-10-05
RTL_00005,SY_MOV_60,Movondo,82,2025-10-05
RTL_00005,SY_AMI_250SC,Amistar 250 SC,75,2025-10-12
RTL_00005,SY_MOV_60,Movondo,80,2025-10-12
RTL_00005,SY_AMI_250SC,Amistar 250 SC,32,2025-10-19
RTL_00005,SY_MOV_60,Movondo,68,2025-10-19
RTL_00005,SY_AMI_250SC,Amistar 250 SC,32,2025-10-26
RTL_00005,SY_MOV_60,Movondo,64,2025-10-26
RTL_00005,SY_AMI_250SC,Amistar 250 SC,14,2025-11-02
RTL_00005,SY_MOV_60,Movondo,88,2025-11-02
RTL_00005,SY_AMI_250SC,Amistar 250 SC,4,2025-11-09
RTL_00005,SY_MOV_60,Movondo,88,2025-11-09
RTL_00005,SY_AMI_250SC,Amistar 250 SC,56,2025-11-16
RTL_00005,SY_MOV_60,Movondo,80,2025-11-16
RTL_00005,SY_AMI_250SC,Amistar 250 SC,56,2025-11-23
RTL_00005,SY_MOV_60,Movondo,72,2025-11-23
RTL_00005,SY_AMI_250SC,Amistar 250 SC,53,2025-11-30
RTL_00005,SY_MOV_60,Movondo,9,2025-11-30
RTL_00005,SY_AMI_250SC,Amistar 250 SC,51,2025-12-07
RTL_00005,SY_MOV_60,Movondo,9,2025-12-07
RTL_00005,SY_AMI_250SC,Amistar 250 SC,123,2025-12-14
RTL_00005,SY_MOV_60,Movondo,61,2025-12-14
RTL_00005,SY_AMI_250SC,Amistar 250 SC,118,2025-12-21
RTL_00005,SY_MOV_60,Movondo,53,2025-12-21
RTL_00005,SY_AMI_250SC,Amistar 250 SC,111,2025-12-28
RTL_00005,SY_MOV_60,Movondo,34,2025-12-28
RTL_00005,SY_AMI_250SC,Amistar 250 SC,103,2026-01-04
RTL_00005,SY_MOV_60,Movondo,34,2026-01-04
RTL_00005,SY_AMI_250SC,Amistar 250 SC,92,2026-01-11
RTL_00005,SY_MOV_60,Movondo,31,2026-01-11
RTL_00005,SY_AMI_250SC,Amistar 250 SC,87,2026-01-18
RTL_00005,SY_MOV_60,Movondo,30,2026-01-18
RTL_00005,SY_AMI_250SC,Amistar 250 SC,87,2026-01-25
RTL_00005,SY_MOV_60,Movondo,28,2026-01-25
RTL_00005,SY_AMI_250SC,Amistar 250 SC,87,2026-02-01
RTL_00005,SY_MOV_60,Movondo,15,2026-02-01
RTL_00005,SY_AMI_250SC,Amistar 250 SC,86,2026-02-08
RTL_00005,SY_MOV_60,Movondo,7,2026-02-08
RTL_00005,SY_AMI_250SC,Amistar 250 SC,86,2026-02-15
RTL_00005,SY_MOV_60,Movondo,41,2026-02-15
RTL_00005,SY_AMI_250SC,Amistar 250 SC,83,2026-02-22
RTL_00005,SY_MOV_60,Movondo,33,2026-02-22
RTL_00005,SY_AMI_250SC,Amistar 250 SC,80,2026-03-01
RTL_00005,SY_MOV_60,Movondo,79,2026-03-01
RTL_00005,SY_AMI_250SC,Amistar 250 SC,80,2026-03-08
RTL_00005,SY_MOV_60,Movondo,67,2026-03-08
RTL_00005,SY_AMI_250SC,Amistar 250 SC,76,2026-03-15
RTL_00005,SY_MOV_60,Movondo,59,2026-03-15
RTL_00005,SY_AMI_250SC,Amistar 250 SC,76,2026-03-22
RTL_00005,SY_MOV_60,Movondo,59,2026-03-22
RTL_00005,SY_AMI_250SC,Amistar 250 SC,69,2026-03-29
RTL_00005,SY_MOV_60,Movondo,59,2026-03-29
